id,education,marital_status,income,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,response,age,totalchildren,totalspend
8070,phd,married,54222,3/1/2014,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,52,1,264
477,graduation,married,83512,6/17/2014,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,39,0,2157
7832,master,married,77520,8/28/2013,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,66,1,1526
2202,graduation,together,41154,4/9/2013,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,47,1,69
7396,graduation,married,80398,11/10/2012,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,59,0,1597
4055,basic,single,18746,5/29/2014,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,33,1,64
10340,graduation,together,35196,11/13/2012,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,41,1,497
10091,graduation,single,60230,5/20/2013,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,69,1,1067
7629,graduation,married,22108,5/8/2014,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,48,2,31
10640,graduation,together,44392,9/5/2013,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,51,2,211
3498,phd,married,55424,11/25/2012,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,49,1,877
6742,graduation,married,17688,1/13/2013,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,46,1,11
1172,phd,married,92491,5/1/2013,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,42,0,2034
569,graduation,single,90273,12/14/2013,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,34,0,1991
4686,phd,widow,82571,4/2/2014,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,63,0,1686
1381,phd,single,38513,1/28/2014,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,43,1,324
2634,master,single,16653,4/18/2014,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,46,1,69
10905,graduation,together,42586,10/29/2012,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,70,2,252
1744,basic,single,23529,1/7/2013,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,60,1,54
1000,master,together,74881,3/8/2013,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,64,2,964
3828,graduation,married,71107,2/17/2013,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,74,1,1327
8605,phd,together,46910,3/23/2014,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,61,2,68
10304,graduation,married,18690,12/28/2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,66,0,60
4351,graduation,divorced,37244,4/27/2013,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,70,2,55
10129,graduation,together,82427,3/12/2014,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,59,0,1456
2499,2n cycle,single,75342,5/6/2013,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,67,1,563
10092,graduation,divorced,70044,2/18/2013,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,71,1,1504
7500,graduation,single,79146,4/24/2014,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,58,2,564
5796,graduation,married,77437,11/26/2013,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,62,0,1125
10556,graduation,married,54984,5/24/2014,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,66,1,358
1064,phd,married,42403,12/11/2013,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,54,1,42
48,graduation,together,55761,4/24/2014,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,61,1,184
7610,graduation,together,37292,4/18/2013,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,42,1,460
263,phd,single,45576,5/28/2014,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,80,0,145
10814,graduation,together,70321,1/16/2013,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,78,0,1376
9710,phd,divorced,58086,1/20/2013,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,56,1,792
9292,graduation,married,81795,10/26/2012,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,73,0,1382
10250,basic,together,28389,11/20/2012,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,78,0,28
7881,master,married,66835,9/28/2013,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,79,0,1033
5847,graduation,divorced,69901,5/29/2013,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,56,1,882
737,phd,married,80360,3/3/2013,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,76,0,2231
3571,phd,together,63342,10/16/2012,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,64,1,1101
7807,graduation,married,44989,9/12/2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,51,1,369
3878,2n cycle,single,31859,2/27/2014,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,45,1,48
5092,phd,widow,51569,2/12/2013,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,76,1,467
2154,graduation,widow,30372,12/25/2012,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,54,2,44
5394,basic,single,16014,3/17/2013,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,46,2,38
3798,graduation,married,41120,11/6/2013,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,57,2,81
3524,master,single,39763,8/4/2013,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,54,1,167
5247,phd,married,38725,5/10/2014,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,70,2,45
5883,graduation,married,77981,5/26/2013,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,53,1,664
2118,2n cycle,married,62905,9/10/2013,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,61,1,622
8812,2n cycle,divorced,13533,3/10/2013,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,46,1,48
6616,graduation,together,59481,10/23/2013,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,50,1,461
2797,graduation,married,72117,8/20/2013,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,48,1,1073
4328,2n cycle,married,21955,9/7/2013,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,39,1,55
9167,graduation,married,67131,3/26/2013,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,69,1,976
10560,phd,single,36802,6/16/2014,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,45,1,20
2631,graduation,together,71853,5/8/2013,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,43,0,1149
8312,basic,married,28249,6/15/2014,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,64,0,43
5534,master,married,47808,10/20/2013,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,50,1,224
5093,phd,divorced,25509,9/18/2012,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,51,1,101
7592,phd,married,51012,4/18/2013,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,79,0,209
8895,graduation,single,70596,10/5/2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,40,0,968
8584,phd,together,85431,6/8/2013,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,73,0,1165
2694,graduation,married,42664,3/18/2014,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,58,1,24
8910,graduation,together,42586,10/29/2012,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,70,2,252
7433,graduation,single,29760,8/29/2012,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,40,1,165
164,phd,married,28973,10/13/2012,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,48,0,269
10477,phd,together,39435,8/6/2013,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,52,1,102
2681,2n cycle,married,65370,8/1/2013,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,41,0,461
5150,basic,single,20194,12/17/2012,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,46,1,47
5283,phd,single,42473,2/17/2014,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,49,2,144
9645,graduation,married,64590,10/14/2012,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,57,0,1338
10678,graduation,together,71232,11/28/2013,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,66,1,917
7261,graduation,together,34600,1/1/2013,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,54,2,318
9648,graduation,single,46904,11/3/2012,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,58,2,253
2870,graduation,married,49094,9/21/2012,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,52,1,502
8008,graduation,together,36075,12/9/2013,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,42,1,119
1513,2n cycle,together,60839,8/28/2012,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,46,2,1250
6173,graduation,together,77298,11/2/2013,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,46,1,969
1419,graduation,together,34026,8/5/2013,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,75,2,76
9150,phd,single,48918,4/12/2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,2,62
7960,2n cycle,together,82122,8/15/2013,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,63,0,1382
1250,graduation,single,37697,2/7/2014,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,49,1,84
9905,graduation,together,34074,7/13/2013,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,73,2,255
10691,master,married,28520,6/14/2013,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,65,2,43
7002,graduation,single,62535,10/3/2013,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,70,1,398
2952,master,single,36273,4/16/2014,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,48,1,76
8439,graduation,together,63404,6/6/2014,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,61,2,902
762,2n cycle,together,75774,5/2/2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,44,1,823
2831,graduation,together,78416,6/27/2014,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,49,1,1179
6977,graduation,together,75702,10/14/2012,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,51,1,1921
6289,master,together,59385,4/28/2013,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,74,2,185
4168,graduation,single,37070,3/20/2013,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,59,2,433
8397,graduation,married,44689,1/10/2014,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,74,2,34
9284,graduation,together,53977,6/8/2013,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,67,1,907
6237,phd,single,7144,12/7/2013,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,59,2,416
3130,graduation,single,18701,6/4/2013,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,61,2,44
1619,graduation,married,90369,4/28/2014,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,69,0,1588
1990,phd,single,63159,11/5/2012,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,51,0,1797
5513,graduation,together,37758,10/4/2012,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,59,2,40
269,phd,single,46757,11/16/2012,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,62,1,1143
8093,master,married,79734,6/28/2014,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,56,0,914
10513,graduation,together,63207,1/20/2013,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,33,0,1502
10177,graduation,divorced,72071,2/14/2013,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,71,1,1338
2549,phd,together,21840,7/21/2013,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,42,1,27
5782,2n cycle,together,58582,9/28/2013,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,43,1,763
10057,graduation,single,72282,7/19/2013,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,74,0,1331
10307,graduation,married,50387,8/31/2013,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,69,2,525
8566,phd,together,32583,6/15/2014,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,64,2,9
2415,graduation,together,62568,4/7/2014,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,63,1,953
5684,master,divorced,44635,10/11/2013,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,54,2,68
8334,master,single,33316,10/4/2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,54,2,131
9166,graduation,married,63967,8/9/2013,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,57,1,882
1440,2n cycle,together,52513,9/4/2012,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,47,0,1149
78,graduation,married,25293,9/15/2013,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,56,1,37
5441,phd,widow,54111,8/25/2013,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,60,1,388
5302,graduation,together,78394,2/15/2013,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,39,0,1428
4687,master,married,80739,5/23/2013,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,67,0,1633
1087,master,together,22669,5/22/2013,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,50,1,173
6859,graduation,single,29236,10/8/2013,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,38,1,99
9860,graduation,together,44911,3/15/2013,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,66,1,215
7129,phd,married,54693,2/17/2013,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,63,1,929
5866,graduation,together,48186,3/20/2014,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,51,1,219
10521,graduation,married,54809,9/11/2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,48,2,174
7393,graduation,together,41580,12/10/2012,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,47,2,92
7849,phd,married,80336,9/9/2013,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,55,0,1052
332,graduation,married,47743,3/22/2013,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,68,1,275
9847,2n cycle,married,62972,8/3/2012,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,70,1,587
531,phd,divorced,57333,9/22/2012,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,71,1,1662
9576,phd,together,32313,2/11/2013,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,43,1,159
6906,master,widow,84953,6/3/2013,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,72,0,1024
7419,master,divorced,27071,4/23/2014,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,57,1,35
3170,master,together,68148,8/31/2013,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,68,0,1042
8527,master,together,65735,12/7/2013,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,60,2,395
7872,phd,married,86836,9/12/2012,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,50,0,557
9931,phd,married,4023,6/23/2014,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,62,2,9
10595,graduation,married,30093,7/8/2013,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,35,0,69
4609,phd,married,57705,1/11/2014,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,59,1,486
5010,graduation,single,25008,2/2/2014,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,37,1,34
4427,2n cycle,single,83257,9/18/2012,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,30,0,1365
11148,graduation,together,22280,5/19/2013,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,50,1,13
1168,phd,married,72159,10/29/2012,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,47,0,1401
9595,graduation,together,64260,1/11/2013,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,64,0,1574
10163,phd,single,82733,9/10/2013,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,41,0,1323
2886,master,divorced,74290,8/12/2013,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,54,1,1217
6710,master,single,58217,11/17/2012,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,74,3,103
5316,master,together,21024,7/4/2013,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,49,0,84
9029,phd,married,70116,1/26/2013,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,53,0,1536
521,graduation,together,54006,9/18/2012,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,40,1,581
1459,phd,married,69063,11/7/2012,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,59,1,928
10241,2n cycle,divorced,11448,12/15/2013,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,50,0,14
1630,graduation,single,61825,8/7/2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,46,1,424
3254,graduation,married,70886,10/14/2013,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,54,1,960
9064,graduation,married,69109,11/9/2012,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,43,0,1555
3678,graduation,widow,60208,10/7/2012,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,52,2,656
4227,master,together,32889,9/6/2013,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,57,2,55
9467,graduation,single,34738,5/11/2014,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,41,1,20
8486,master,together,30538,10/1/2012,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,54,1,367
2186,2n cycle,together,82326,3/10/2014,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,48,0,2257
3286,phd,divorced,26642,3/1/2014,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,58,1,42
8602,graduation,divorced,69932,6/12/2013,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,61,1,1049
3722,graduation,single,44503,4/16/2014,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,53,2,48
6715,phd,single,60200,1/2/2013,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,77,1,685
4796,graduation,divorced,49638,4/19/2014,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,73,1,39
9612,2n cycle,single,23830,2/7/2014,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,38,0,43
3766,master,widow,33051,8/16/2012,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,66,0,835
1399,graduation,married,72905,1/21/2014,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,67,0,1515
1570,phd,together,69702,2/19/2013,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,74,1,1039
3426,graduation,divorced,70300,7/15/2013,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,50,1,1596
3074,phd,married,70643,10/15/2012,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,41,0,1828
8341,phd,married,30396,4/30/2014,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,56,1,34
5180,phd,divorced,50616,4/18/2014,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,57,1,149
6461,master,single,62772,5/19/2013,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,56,1,946
7679,phd,single,30298,5/19/2014,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,40,0,28
10702,graduation,single,52413,11/3/2012,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,41,1,450
7505,phd,married,44155,1/19/2014,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,68,2,46
5113,phd,divorced,86979,11/7/2013,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,54,0,1702
10858,graduation,together,76532,9/9/2013,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,50,2,820
2961,graduation,married,42081,2/26/2013,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,43,1,382
2747,phd,married,67546,8/31/2012,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,37,0,2126
3010,master,together,88420,5/2/2014,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,36,0,2069
5790,graduation,married,31158,1/27/2013,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,40,1,72
6892,graduation,divorced,61671,6/3/2014,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,57,1,732
1743,graduation,single,69719,5/26/2014,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,51,0,801
3578,graduation,divorced,49160,10/20/2013,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,76,1,236
8462,basic,together,24882,9/9/2012,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,47,1,80
5558,phd,single,90933,3/31/2014,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,71,0,1685
4619,phd,single,113734,5/28/2014,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,80,0,277
8780,phd,together,59292,6/13/2013,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,75,1,507
10789,phd,married,45759,2/23/2013,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,61,2,68
10779,graduation,single,22148,4/13/2014,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,42,0,49
5896,master,married,73395,3/18/2014,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,38,0,397
2337,graduation,divorced,29819,10/24/2013,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,54,1,39
10951,graduation,married,45688,1/25/2014,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,57,1,306
544,graduation,married,62820,5/11/2013,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,71,0,976
17,phd,married,60491,9/6/2013,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,54,1,1028
10680,graduation,together,33235,2/5/2014,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,39,1,70
3265,graduation,married,35701,3/19/2013,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,66,0,46
5623,master,married,31535,9/26/2013,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,45,1,51
5832,2n cycle,together,92556,4/20/2014,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,65,0,1263
5544,graduation,single,67384,11/10/2012,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,55,1,1490
6417,master,together,80573,10/14/2012,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,54,0,1564
5831,graduation,married,77870,8/22/2012,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,58,1,1815
7101,phd,widow,52278,1/25/2013,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,62,1,1198
10176,graduation,single,57107,8/24/2012,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,57,1,416
2326,graduation,married,18929,2/16/2013,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,35,0,85
4385,phd,single,36038,5/31/2013,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,44,1,47
2929,graduation,single,20180,2/20/2013,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,49,0,137
10686,phd,together,34230,12/26/2012,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,60,2,21
2546,2n cycle,single,31878,6/22/2014,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,48,1,70
3283,2n cycle,married,70932,1/19/2014,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,53,1,909
3138,graduation,single,91249,10/20/2012,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,69,0,1676
4994,master,single,77598,10/1/2013,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,82,0,1735
7966,graduation,single,80982,1/8/2013,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,66,2,1191
3112,master,married,22701,9/5/2013,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,48,1,24
10872,phd,married,55212,11/23/2012,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,56,1,1182
2181,graduation,married,70617,6/23/2013,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,55,0,1280
